+------+------------+---------+----+----+----+----+----+----+----+----+----+
|  t1  |     d1     |   z1    | s1 | s2 | s3 | s4 | s5 | s6 | "" | z2 | b1 |
| 1389 | 2019/6/17  | 3682348 | 6  | 16 | 21 | 23 | 26 | 42 |    | E  | 43 |
| 629  | 2012/2/2   | 3683303 | 6  | 16 | 21 | 30 | 34 | 43 |    | B  | 36 |
| 533  | 2011/1/27  | 3686843 | 6  | 16 | 24 | 31 | 41 | 43 |    | H  | 7  |
| 615  | 2011/12/12 | 3686878 | 6  | 16 | 24 | 32 | 36 | 43 |    | B  | 28 |
| 1316 | 2018/9/27  | 3688479 | 6  | 16 | 26 | 35 | 36 | 39 |    | C  | 14 |
| 1588 | 2021/5/24  | 3688836 | 6  | 16 | 27 | 31 | 32 | 34 |    | G  | 11 |
| 261  | 2005/10/20 | 3691670 | 6  | 17 | 18 | 21 | 35 | 41 |    | C  | 32 |
| 1593 | 2021/6/10  | 3693164 | 6  | 17 | 18 | 35 | 37 | 38 |    | J  | 16 |
| 1672 | 2022/3/17  | 3699329 | 6  | 17 | 22 | 27 | 37 | 42 |    | I  | 34 |
| 1228 | 2017/11/20 | 3706990 | 6  | 18 | 19 | 25 | 28 | 40 |    | F  | 3  |
| 177  | 2004/3/11  | 3707605 | 6  | 18 | 19 | 30 | 36 | 41 |    | G  | 27 |
| 557  | 2011/5/23  | 3713520 | 6  | 18 | 23 | 32 | 38 | 43 |    | D  | 37 |
| 129  | 2003/4/3   | 3714721 | 6  | 18 | 25 | 26 | 30 | 42 |    | G  | 24 |
| 233  | 2005/4/7   | 3716157 | 6  | 18 | 26 | 40 | 41 | 42 |    | J  | 9  |
| 1449 | 2020/1/20  | 3719590 | 6  | 19 | 20 | 26 | 34 | 38 |    | G  | 4  |
| 365  | 2007/10/18 | 3719829 | 6  | 19 | 20 | 28 | 36 | 37 |    | A  | 11 |
| 529  | 2010/12/30 | 3720814 | 6  | 19 | 21 | 24 | 31 | 41 |    | B  | 7  |
| 1096 | 2016/8/11  | 3721619 | 6  | 19 | 21 | 31 | 38 | 41 |    | F  | 40 |
| 571  | 2011/7/11  | 3729516 | 6  | 20 | 21 | 23 | 33 | 38 |    | E  | 10 |
| 156  | 2003/10/9  | 3731586 | 6  | 20 | 22 | 29 | 30 | 35 |    | B  | 39 |
| 804  | 2013/10/14 | 3732284 | 6  | 20 | 23 | 25 | 31 | 33 |    | F  | 30 |
| 500  | 2010/6/10  | 3736395 | 6  | 20 | 28 | 31 | 34 | 38 |    | J  | 10 |
| 235  | 2005/4/21  | 3739413 | 6  | 21 | 23 | 24 | 28 | 39 |    | B  | 38 |
| 601  | 2011/10/24 | 3747499 | 6  | 22 | 25 | 26 | 30 | 39 |    | J  | 32 |
| 1497 | 2020/7/6   | 3749636 | 6  | 22 | 28 | 30 | 35 | 37 |    | B  | 8  |
| 1476 | 2020/4/23  | 3751313 | 6  | 22 | 38 | 40 | 41 | 42 |    | E  | 35 |
| 465  | 2009/10/1  | 3757876 | 6  | 24 | 27 | 30 | 32 | 38 |    | F  | 13 |
| 1307 | 2018/8/27  | 3760749 | 6  | 25 | 27 | 28 | 30 | 43 |    | C  | 14 |
| 1304 | 2018/8/16  | 3762373 | 6  | 25 | 30 | 38 | 40 | 42 |    | E  | 17 |
| 1052 | 2016/3/10  | 3765336 | 6  | 26 | 34 | 37 | 42 | 43 |    | B  | 13 |
| 131  | 2003/4/17  | 3770086 | 6  | 30 | 33 | 34 | 40 | 43 |    | H  | 1  |
| 385  | 2008/3/13  | 3770678 | 6  | 31 | 34 | 35 | 37 | 40 |    | D  | 7  |
| 1350 | 2019/1/31  | 3771940 | 7  | 8  | 9  | 10 | 20 | 38 |    | J  | 33 |
| 1686 | 2022/5/5   | 3776359 | 7  | 8  | 9  | 23 | 25 | 41 |    | B  | 11 |
| 1174 | 2017/5/15  | 3776735 | 7  | 8  | 9  | 25 | 29 | 31 |    | I  | 28 |
| 690  | 2012/9/3   | 3781529 | 7  | 8  | 10 | 21 | 34 | 38 |    | B  | 30 |
| 749  | 2013/4/4   | 3783817 | 7  | 8  | 11 | 13 | 23 | 40 |    | I  | 25 |
| 1254 | 2018/2/22  | 3784769 | 7  | 8  | 11 | 15 | 36 | 39 |    | B  | 37 |
| 1285 | 2018/6/11  | 3796579 | 7  | 8  | 13 | 36 | 38 | 42 |    | E  | 6  |
| 317  | 2006/11/16 | 3803234 | 7  | 8  | 15 | 30 | 35 | 36 |    | E  | 40 |
| 332  | 2007/3/1   | 3805366 | 7  | 8  | 16 | 24 | 26 | 34 |    | A  | 19 |
| 1006 | 2015/9/28  | 3806195 | 7  | 8  | 16 | 31 | 32 | 33 |    | I  | 12 |
| 1553 | 2021/1/21  | 3806313 | 7  | 8  | 16 | 32 | 41 | 42 |    | A  | 31 |
| 623  | 2012/1/12  | 3806417 | 7  | 8  | 16 | 35 | 39 | 42 |    | H  | 9  |
| 1075 | 2016/5/30  | 3815709 | 7  | 8  | 21 | 24 | 34 | 42 |    | I  | 1  |
| 523  | 2010/11/18 | 3821089 | 7  | 8  | 26 | 27 | 41 | 43 |    | I  | 16 |
| 1226 | 2017/11/13 | 3822564 | 7  | 8  | 28 | 34 | 37 | 41 |    | D  | 13 |
| 138  | 2003/6/5   | 3826357 | 7  | 9  | 10 | 16 | 23 | 29 |    | B  | 18 |
| 1054 | 2016/3/17  | 3827347 | 7  | 9  | 10 | 19 | 28 | 33 |    | H  | 36 |
| 633  | 2012/2/16  | 3830389 | 7  | 9  | 11 | 14 | 15 | 18 |    | F  | 5  |
| 289  | 2006/5/4   | 3836300 | 7  | 9  | 12 | 17 | 34 | 38 |    | C  | 3  |
| 375  | 2007/12/27 | 3844028 | 7  | 9  | 14 | 17 | 36 | 37 |    | F  | 11 |
| 891  | 2014/8/18  | 3846369 | 7  | 9  | 14 | 30 | 42 | 43 |    | J  | 24 |
| 277  | 2006/2/9   | 3855902 | 7  | 9  | 18 | 20 | 30 | 38 |    | I  | 23 |
| 1591 | 2021/6/3   | 3856080 | 7  | 9  | 18 | 21 | 26 | 43 |    | I  | 14 |
| 154  | 2003/9/25  | 3856951 | 7  | 9  | 18 | 26 | 27 | 38 |    | F  | 14 |
| 223  | 2005/1/27  | 3859011 | 7  | 9  | 19 | 26 | 30 | 32 |    | C  | 3  |
| 491  | 2010/4/8   | 3860916 | 7  | 9  | 20 | 27 | 31 | 34 |    | H  | 33 |
| 1328 | 2018/11/8  | 3865378 | 7  | 9  | 23 | 32 | 37 | 40 |    | A  | 41 |
| 45   | 2001/8/9   | 3868850 | 7  | 9  | 28 | 32 | 36 | 38 |    | J  | 8  |
| 821  | 2013/12/12 | 3879774 | 7  | 10 | 12 | 34 | 40 | 43 |    | G  | 16 |
| 620  | 2011/12/29 | 3881826 | 7  | 10 | 13 | 19 | 31 | 38 |    | I  | 12 |
| 886  | 2014/7/31  | 3882741 | 7  | 10 | 13 | 23 | 34 | 39 |    | I  | 11 |
| 582  | 2011/8/18  | 3886699 | 7  | 10 | 14 | 25 | 32 | 38 |    | C  | 13 |
| 362  | 2007/9/27  | 3889062 | 7  | 10 | 15 | 20 | 37 | 40 |    | G  | 28 |
| 568  | 2011/6/30  | 3890575 | 7  | 10 | 15 | 31 | 32 | 42 |    | J  | 41 |
| 704  | 2012/10/22 | 3891194 | 7  | 10 | 16 | 18 | 19 | 37 |    | D  | 20 |
| 1664 | 2022/2/17  | 3894358 | 7  | 10 | 17 | 20 | 21 | 27 |    | G  | 15 |
| 1028 | 2015/12/14 | 3897024 | 7  | 10 | 18 | 21 | 28 | 36 |    | B  | 40 |
| 368  | 2007/11/8  | 3897083 | 7  | 10 | 18 | 21 | 33 | 35 |    | E  | 13 |
| 1303 | 2018/8/13  | 3907301 | 7  | 10 | 24 | 33 | 35 | 42 |    | J  | 43 |
| 23   | 2001/3/8   | 3909748 | 7  | 10 | 28 | 32 | 33 | 40 |    | G  | 13 |
| 364  | 2007/10/11 | 3913751 | 7  | 11 | 12 | 19 | 33 | 42 |    | D  | 36 |
| 279  | 2006/2/23  | 3914603 | 7  | 11 | 12 | 23 | 30 | 43 |    | E  | 27 |
| 524  | 2010/11/25 | 3921204 | 7  | 11 | 14 | 18 | 35 | 40 |    | C  | 43 |
| 772  | 2013/6/24  | 3927439 | 7  | 11 | 16 | 19 | 20 | 23 |    | F  | 30 |
| 1234 | 2017/12/11 | 3927884 | 7  | 11 | 16 | 20 | 30 | 40 |    | E  | 28 |
| 995  | 2015/8/20  | 3930777 | 7  | 11 | 17 | 21 | 37 | 39 |    | E  | 36 |
| 1150 | 2017/2/20  | 3931718 | 7  | 11 | 17 | 27 | 32 | 40 |    | D  | 18 |
| 1306 | 2018/8/23  | 3942394 | 7  | 11 | 23 | 36 | 38 | 41 |    | D  | 37 |
| 1393 | 2019/7/1   | 3944741 | 7  | 11 | 26 | 32 | 42 | 43 |    | I  | 24 |
| 836  | 2014/2/6   | 3946697 | 7  | 11 | 31 | 34 | 38 | 43 |    | G  | 28 |
| 272  | 2006/1/5   | 3949368 | 7  | 12 | 13 | 20 | 23 | 26 |    | H  | 41 |
| 1623 | 2021/9/23  | 3955386 | 7  | 12 | 15 | 17 | 19 | 29 |    | H  | 22 |
| 1651 | 2021/12/30 | 3956605 | 7  | 12 | 15 | 21 | 27 | 32 |    | C  | 28 |
| 1478 | 2020/4/30  | 3956732 | 7  | 12 | 15 | 21 | 40 | 42 |    | J  | 32 |
| 637  | 2012/3/1   | 3960671 | 7  | 12 | 16 | 28 | 31 | 34 |    | B  | 11 |
| 383  | 2008/2/28  | 3961315 | 7  | 12 | 17 | 18 | 24 | 28 |    | I  | 43 |
| 915  | 2014/11/10 | 3971303 | 7  | 12 | 21 | 33 | 38 | 40 |    | J  | 42 |
| 114  | 2002/12/12 | 3982030 | 7  | 13 | 14 | 29 | 38 | 42 |    | H  | 9  |
| 1144 | 2017/1/30  | 3982279 | 7  | 13 | 14 | 33 | 39 | 43 |    | C  | 29 |
| 628  | 2012/1/30  | 3983285 | 7  | 13 | 15 | 18 | 29 | 38 |    | A  | 30 |
| 1040 | 2016/1/28  | 3983942 | 7  | 13 | 15 | 21 | 23 | 34 |    | F  | 12 |
| 1413 | 2019/9/9   | 3989478 | 7  | 13 | 17 | 21 | 24 | 26 |    | I  | 12 |
| 567  | 2011/6/27  | 3989952 | 7  | 13 | 17 | 23 | 28 | 34 |    | A  | 25 |
| 668  | 2012/6/18  | 3996697 | 7  | 13 | 20 | 27 | 34 | 35 |    | F  | 22 |
| 135  | 2003/5/15  | 4005286 | 7  | 13 | 30 | 33 | 35 | 36 |    | I  | 11 |
| 373  | 2007/12/13 | 4007380 | 7  | 14 | 15 | 19 | 35 | 43 |    | A  | 30 |
| 1294 | 2018/7/12  | 4016468 | 7  | 14 | 18 | 26 | 28 | 39 |    | B  | 2  |
| 1600 | 2021/7/5   | 4023847 | 7  | 14 | 22 | 35 | 37 | 39 |    | C  | 24 |
| 292  | 2006/5/25  | 4027827 | 7  | 14 | 27 | 31 | 34 | 39 |    | H  | 40 |
| 66   | 2002/1/10  | 4035093 | 7  | 15 | 17 | 30 | 33 | 35 |    | A  | 14 |
| 1620 | 2021/9/13  | 4038619 | 7  | 15 | 19 | 24 | 25 | 28 |    | A  | 11 |
| 1631 | 2021/10/21 | 4044771 | 7  | 15 | 23 | 26 | 30 | 35 |    | A  | 36 |
| 51   | 2001/9/20  | 4046474 | 7  | 15 | 24 | 37 | 38 | 41 |    | F  | 34 |
| 257  | 2005/9/22  | 4049086 | 7  | 15 | 29 | 30 | 39 | 40 |    | B  | 11 |
| 948  | 2015/3/9   | 4052521 | 7  | 16 | 17 | 28 | 39 | 43 |    | I  | 24 |
| 622  | 2012/1/9   | 4053384 | 7  | 16 | 18 | 20 | 27 | 36 |    | C  | 41 |
| 186  | 2004/5/13  | 4055139 | 7  | 16 | 18 | 33 | 36 | 41 |    | I  | 4  |
| 98   | 2002/8/22  | 4067772 | 7  | 16 | 34 | 37 | 38 | 39 |    | A  | 8  |
| 453  | 2009/7/9   | 4071665 | 7  | 17 | 19 | 27 | 35 | 40 |    | J  | 41 |
| 476  | 2009/12/17 | 4076587 | 7  | 17 | 22 | 30 | 36 | 40 |    | B  | 2  |
| 146  | 2003/7/31  | 4081008 | 7  | 17 | 27 | 36 | 37 | 39 |    | A  | 4  |
| 31   | 2001/5/3   | 4088626 | 7  | 18 | 22 | 25 | 28 | 43 |    | J  | 4  |
| 393  | 2008/5/8   | 4093682 | 7  | 18 | 27 | 37 | 38 | 43 |    | E  | 35 |
| 612  | 2011/12/1  | 4094863 | 7  | 18 | 31 | 32 | 39 | 40 |    | B  | 35 |
| 7    | 2000/11/16 | 4097650 | 7  | 19 | 21 | 23 | 33 | 35 |    | E  | 26 |
| 1275 | 2018/5/7   | 4098383 | 7  | 19 | 21 | 28 | 40 | 41 |    | I  | 3  |
| 1490 | 2020/6/11  | 4101912 | 7  | 19 | 24 | 29 | 39 | 43 |    | A  | 11 |
| 1560 | 2021/2/15  | 4102113 | 7  | 19 | 24 | 32 | 40 | 42 |    | H  | 22 |
| 372  | 2007/12/6  | 4104641 | 7  | 19 | 28 | 33 | 35 | 39 |    | J  | 21 |
| 1399 | 2019/7/22  | 4107577 | 7  | 20 | 21 | 33 | 41 | 43 |    | A  | 8  |
| 944  | 2015/2/23  | 4111538 | 7  | 20 | 25 | 29 | 33 | 37 |    | J  | 27 |
| 20   | 2001/2/15  | 4146375 | 7  | 29 | 33 | 35 | 37 | 39 |    | D  | 19 |
| 115  | 2002/12/19 | 4158499 | 8  | 9  | 11 | 27 | 37 | 39 |    | E  | 18 |
| 1382 | 2019/5/23  | 4162606 | 8  | 9  | 12 | 25 | 26 | 28 |    | F  | 32 |
| 149  | 2003/8/21  | 4165811 | 8  | 9  | 13 | 20 | 33 | 37 |    | H  | 19 |
| 141  | 2003/6/26  | 4170259 | 8  | 9  | 14 | 24 | 32 | 39 |    | F  | 30 |
| 740  | 2013/3/4   | 4173865 | 8  | 9  | 15 | 26 | 37 | 40 |    | A  | 18 |
| 1074 | 2016/5/26  | 4176840 | 8  | 9  | 16 | 27 | 30 | 33 |    | C  | 19 |
| 1640 | 2021/11/22 | 4182739 | 8  | 9  | 19 | 21 | 27 | 30 |    | E  | 17 |
| 1288 | 2018/6/21  | 4183415 | 8  | 9  | 19 | 24 | 35 | 43 |    | A  | 11 |
| 576  | 2011/7/28  | 4186657 | 8  | 9  | 21 | 24 | 29 | 37 |    | D  | 1  |
| 680  | 2012/7/30  | 4190097 | 8  | 9  | 23 | 34 | 38 | 41 |    | A  | 6  |
| 1394 | 2019/7/4   | 4194933 | 8  | 9  | 35 | 36 | 42 | 43 |    | A  | 22 |
| 761  | 2013/5/16  | 4195247 | 8  | 10 | 11 | 12 | 20 | 40 |    | A  | 42 |
| 1347 | 2019/1/21  | 4197677 | 8  | 10 | 11 | 18 | 36 | 43 |    | I  | 7  |
| 634  | 2012/2/20  | 4205021 | 8  | 10 | 13 | 15 | 20 | 40 |    | H  | 23 |
| 403  | 2008/7/17  | 4206601 | 8  | 10 | 13 | 20 | 24 | 33 |    | F  | 23 |
| 461  | 2009/9/3   | 4208211 | 8  | 10 | 13 | 30 | 32 | 42 |    | G  | 12 |
| 897  | 2014/9/8   | 4208798 | 8  | 10 | 14 | 15 | 27 | 30 |    | D  | 12 |
| 116  | 2002/12/26 | 4212410 | 8  | 10 | 15 | 16 | 26 | 31 |    | J  | 42 |
| 675  | 2012/7/12  | 4213763 | 8  | 10 | 15 | 21 | 24 | 34 |    | E  | 28 |
| 218  | 2004/12/23 | 4221905 | 8  | 10 | 18 | 22 | 31 | 36 |    | G  | 4  |
| 1186 | 2017/6/26  | 4226277 | 8  | 10 | 20 | 25 | 38 | 43 |    | B  | 39 |
| 756  | 2013/4/29  | 4231267 | 8  | 10 | 24 | 26 | 27 | 28 |    | A  | 32 |
| 338  | 2007/4/12  | 4232669 | 8  | 10 | 25 | 31 | 39 | 40 |    | A  | 35 |
| 1400 | 2019/7/25  | 4233318 | 8  | 10 | 26 | 31 | 34 | 39 |    | E  | 36 |
| 635  | 2012/2/23  | 4237176 | 8  | 11 | 12 | 15 | 41 | 43 |    | C  | 22 |
| 939  | 2015/2/5   | 4248707 | 8  | 11 | 15 | 17 | 26 | 43 |    | A  | 32 |
| 1268 | 2018/4/12  | 4250078 | 8  | 11 | 15 | 22 | 35 | 36 |    | G  | 30 |
| 674  | 2012/7/9   | 4250108 | 8  | 11 | 15 | 22 | 40 | 41 |    | C  | 39 |
| 741  | 2013/3/7   | 4251058 | 8  | 11 | 15 | 29 | 36 | 43 |    | B  | 18 |
| 344  | 2007/5/24  | 4252485 | 8  | 11 | 16 | 20 | 28 | 36 |    | G  | 42 |
| 842  | 2014/2/27  | 4256243 | 8  | 11 | 17 | 26 | 33 | 43 |    | D  | 24 |
| 106  | 2002/10/17 | 4263104 | 8  | 11 | 21 | 22 | 25 | 27 |    | C  | 26 |
| 1550 | 2021/1/11  | 4265752 | 8  | 11 | 22 | 32 | 37 | 42 |    | H  | 41 |
| 1491 | 2020/6/15  | 4266811 | 8  | 11 | 23 | 31 | 34 | 37 |    | G  | 1  |
| 22   | 2001/3/1   | 4283548 | 8  | 12 | 16 | 19 | 20 | 35 |    | J  | 41 |
| 745  | 2013/3/21  | 4284639 | 8  | 12 | 16 | 23 | 33 | 34 |    | A  | 6  |
| 1079 | 2016/6/13  | 4291703 | 8  | 12 | 19 | 24 | 30 | 36 |    | H  | 42 |
| 29   | 2001/4/19  | 4294454 | 8  | 12 | 20 | 35 | 37 | 40 |    | I  | 33 |
| 900  | 2014/9/18  | 4294664 | 8  | 12 | 21 | 22 | 31 | 35 |    | G  | 2  |
| 800  | 2013/9/30  | 4296097 | 8  | 12 | 22 | 23 | 25 | 35 |    | J  | 43 |
| 1154 | 2017/3/6   | 4302631 | 8  | 12 | 30 | 36 | 41 | 42 |    | A  | 4  |
| 1103 | 2016/9/5   | 4304561 | 8  | 13 | 14 | 18 | 24 | 38 |    | B  | 25 |
| 1464 | 2020/3/12  | 4304634 | 8  | 13 | 14 | 18 | 29 | 31 |    | B  | 23 |
| 185  | 2004/5/6   | 4304707 | 8  | 13 | 14 | 18 | 35 | 41 |    | A  | 33 |
| 642  | 2012/3/19  | 4305450 | 8  | 13 | 14 | 21 | 33 | 41 |    | E  | 18 |
| 602  | 2011/10/27 | 4307840 | 8  | 13 | 15 | 18 | 24 | 41 |    | A  | 27 |
| 349  | 2007/6/28  | 4308023 | 8  | 13 | 15 | 19 | 20 | 30 |    | A  | 25 |
| 379  | 2008/1/31  | 4308719 | 8  | 13 | 15 | 21 | 33 | 34 |    | G  | 5  |
| 1510 | 2020/8/20  | 4313302 | 8  | 13 | 17 | 18 | 21 | 38 |    | E  | 23 |
| 588  | 2011/9/8   | 4317975 | 8  | 13 | 18 | 33 | 34 | 36 |    | A  | 23 |
| 1019 | 2015/11/12 | 4332578 | 8  | 14 | 15 | 22 | 25 | 40 |    | G  | 19 |
| 1545 | 2020/12/21 | 4333369 | 8  | 14 | 15 | 26 | 37 | 43 |    | E  | 12 |
| 1410 | 2019/8/29  | 4338750 | 8  | 14 | 17 | 25 | 36 | 41 |    | E  | 23 |
| 526  | 2010/12/9  | 4339713 | 8  | 14 | 18 | 19 | 26 | 27 |    | G  | 23 |
| 1351 | 2019/2/4   | 4340440 | 8  | 14 | 18 | 22 | 28 | 29 |    | C  | 5  |
| 1538 | 2020/11/26 | 4343762 | 8  | 14 | 19 | 33 | 35 | 40 |    | A  | 38 |
| 1258 | 2018/3/8   | 4344800 | 8  | 14 | 20 | 25 | 31 | 41 |    | E  | 35 |
| 1002 | 2015/9/14  | 4347616 | 8  | 14 | 22 | 25 | 27 | 41 |    | I  | 11 |
| 1216 | 2017/10/9  | 4351475 | 8  | 14 | 25 | 39 | 42 | 43 |    | I  | 37 |
| 241  | 2005/6/2   | 4352575 | 8  | 14 | 27 | 33 | 36 | 40 |    | A  | 20 |
| 1238 | 2017/12/25 | 4352762 | 8  | 14 | 28 | 29 | 33 | 40 |    | D  | 32 |
| 1652 | 2022/1/6   | 4356314 | 8  | 15 | 16 | 23 | 38 | 43 |    | B  | 2  |
| 1494 | 2020/6/25  | 4358954 | 8  | 15 | 17 | 24 | 26 | 38 |    | I  | 27 |
| 999  | 2015/9/3   | 4359716 | 8  | 15 | 17 | 30 | 32 | 36 |    | C  | 43 |
| 1138 | 2017/1/9   | 4366697 | 8  | 15 | 21 | 24 | 35 | 38 |    | E  | 22 |
| 707  | 2012/11/1  | 4367529 | 8  | 15 | 21 | 32 | 40 | 41 |    | H  | 7  |
| 606  | 2011/11/10 | 4370429 | 8  | 15 | 24 | 26 | 35 | 42 |    | D  | 7  |
| 342  | 2007/5/10  | 4372033 | 8  | 15 | 26 | 27 | 34 | 38 |    | F  | 10 |
| 911  | 2014/10/27 | 4378456 | 8  | 16 | 18 | 22 | 27 | 35 |    | A  | 3  |
| 428  | 2009/1/15  | 4379858 | 8  | 16 | 18 | 35 | 42 | 43 |    | H  | 13 |
| 494  | 2010/4/29  | 4380650 | 8  | 16 | 19 | 23 | 26 | 31 |    | C  | 6  |
| 1649 | 2021/12/23 | 4380705 | 8  | 16 | 19 | 23 | 29 | 41 |    | I  | 1  |
| 1362 | 2019/3/14  | 4381458 | 8  | 16 | 19 | 28 | 36 | 39 |    | C  | 1  |
| 1344 | 2019/1/10  | 4383239 | 8  | 16 | 20 | 28 | 37 | 43 |    | J  | 29 |
| 229  | 2005/3/10  | 4384153 | 8  | 16 | 21 | 24 | 27 | 36 |    | B  | 20 |
| 247  | 2005/7/14  | 4391644 | 8  | 16 | 30 | 32 | 34 | 39 |    | F  | 13 |
| 33   | 2001/5/17  | 4400620 | 8  | 17 | 22 | 25 | 29 | 41 |    | C  | 13 |
| 1235 | 2017/12/14 | 4403532 | 8  | 17 | 24 | 34 | 36 | 42 |    | C  | 33 |
| 1325 | 2018/10/29 | 4414589 | 8  | 18 | 23 | 26 | 33 | 38 |    | H  | 34 |
| 747  | 2013/3/28  | 4420616 | 8  | 19 | 20 | 23 | 24 | 35 |    | E  | 5  |
| 217  | 2004/12/16 | 4425290 | 8  | 19 | 23 | 27 | 29 | 39 |    | J  | 28 |
| 176  | 2004/3/4   | 4427468 | 8  | 19 | 25 | 31 | 34 | 37 |    | G  | 30 |
| 391  | 2008/4/24  | 4433735 | 8  | 20 | 23 | 24 | 29 | 38 |    | G  | 43 |
| 432  | 2009/2/12  | 4433831 | 8  | 20 | 23 | 24 | 42 | 43 |    | F  | 16 |
| 347  | 2007/6/14  | 4434175 | 8  | 20 | 23 | 27 | 32 | 33 |    | E  | 13 |
| 660  | 2012/5/21  | 4439095 | 8  | 20 | 31 | 36 | 37 | 38 |    | A  | 39 |
| 841  | 2014/2/24  | 4448541 | 8  | 22 | 24 | 28 | 31 | 36 |    | H  | 38 |
| 1370 | 2019/4/11  | 4448778 | 8  | 22 | 24 | 30 | 40 | 41 |    | F  | 2  |
| 694  | 2012/9/17  | 4455737 | 8  | 23 | 27 | 31 | 38 | 40 |    | C  | 3  |
| 678  | 2012/7/23  | 4458184 | 8  | 24 | 25 | 29 | 32 | 40 |    | I  | 28 |
| 1189 | 2017/7/6   | 4460003 | 8  | 24 | 28 | 30 | 38 | 41 |    | E  | 32 |
| 1059 | 2016/4/4   | 4464894 | 8  | 26 | 27 | 29 | 35 | 43 |    | G  | 6  |
| 1482 | 2020/5/14  | 4465575 | 8  | 26 | 28 | 32 | 41 | 43 |    | D  | 14 |
| 493  | 2010/4/22  | 4466354 | 8  | 26 | 30 | 36 | 41 | 42 |    | E  | 20 |
| 226  | 2005/2/17  | 4467070 | 8  | 26 | 36 | 40 | 42 | 43 |    | J  | 21 |
| 221  | 2005/1/13  | 4467980 | 8  | 27 | 30 | 31 | 38 | 42 |    | F  | 13 |
| 209  | 2004/10/21 | 4468150 | 8  | 27 | 30 | 35 | 40 | 41 |    | B  | 9  |
| 1199 | 2017/8/10  | 4476375 | 9  | 10 | 11 | 20 | 28 | 40 |    | J  | 17 |
| 562  | 2011/6/9   | 4477354 | 9  | 10 | 11 | 25 | 30 | 37 |    | C  | 12 |
| 1269 | 2018/4/16  | 4478127 | 9  | 10 | 11 | 33 | 39 | 42 |    | D  | 25 |
| 813  | 2013/11/14 | 4478579 | 9  | 10 | 12 | 13 | 28 | 38 |    | I  | 39 |
| 1388 | 2019/6/13  | 4479376 | 9  | 10 | 12 | 15 | 29 | 37 |    | H  | 11 |
| 692  | 2012/9/10  | 4480493 | 9  | 10 | 12 | 19 | 21 | 42 |    | A  | 15 |
| 1171 | 2017/5/4   | 4485226 | 9  | 10 | 13 | 21 | 34 | 36 |    | C  | 40 |
| 943  | 2015/2/19  | 4487181 | 9  | 10 | 14 | 15 | 39 | 43 |    | D  | 25 |
| 1654 | 2022/1/13  | 4488703 | 9  | 10 | 14 | 21 | 22 | 33 |    | G  | 26 |
| 197  | 2004/7/29  | 4497816 | 9  | 10 | 17 | 22 | 28 | 30 |    | H  | 19 |
| 1485 | 2020/5/25  | 4500891 | 9  | 10 | 18 | 27 | 28 | 35 |    | C  | 37 |
| 1319 | 2018/10/8  | 4501930 | 9  | 10 | 19 | 21 | 28 | 30 |    | D  | 43 |
| 271  | 2005/12/29 | 4502767 | 9  | 10 | 19 | 25 | 40 | 41 |    | G  | 8  |
| 847  | 2014/3/17  | 4509114 | 9  | 10 | 23 | 31 | 35 | 36 |    | I  | 38 |
| 1270 | 2018/4/19  | 4510021 | 9  | 10 | 24 | 30 | 35 | 40 |    | J  | 38 |
| 165  | 2003/12/11 | 4530924 | 9  | 11 | 16 | 21 | 25 | 36 |    | I  | 10 |
| 1012 | 2015/10/19 | 4538093 | 9  | 11 | 19 | 22 | 27 | 38 |    | B  | 2  |
| 1626 | 2021/10/4  | 4538330 | 9  | 11 | 19 | 23 | 30 | 43 |    | I  | 27 |
| 323  | 2006/12/28 | 4541670 | 9  | 11 | 21 | 23 | 33 | 39 |    | H  | 26 |
| 225  | 2005/2/10  | 4542606 | 9  | 11 | 21 | 31 | 35 | 38 |    | I  | 13 |
| 1598 | 2021/6/28  | 4547333 | 9  | 11 | 26 | 28 | 39 | 43 |    | E  | 1  |
| 646  | 2012/4/2   | 4556804 | 9  | 12 | 14 | 24 | 28 | 33 |    | D  | 37 |
| 1001 | 2015/9/10  | 4557931 | 9  | 12 | 15 | 16 | 18 | 35 |    | D  | 2  |
| 1341 | 2018/12/24 | 4558099 | 9  | 12 | 15 | 16 | 26 | 39 |    | A  | 34 |
| 1202 | 2017/8/21  | 4559000 | 9  | 12 | 15 | 19 | 26 | 39 |    | E  | 28 |
| 979  | 2015/6/25  | 4561664 | 9  | 12 | 16 | 18 | 27 | 38 |    | H  | 10 |
| 688  | 2012/8/27  | 4563925 | 9  | 12 | 16 | 33 | 34 | 35 |    | E  | 1  |
| 295  | 2006/6/15  | 4567203 | 9  | 12 | 18 | 20 | 37 | 43 |    | E  | 5  |
| 1082 | 2016/6/23  | 4569464 | 9  | 12 | 19 | 21 | 39 | 40 |    | G  | 16 |
| 396  | 2008/5/29  | 4573596 | 9  | 12 | 21 | 26 | 33 | 40 |    | B  | 5  |
| 502  | 2010/6/24  | 4579271 | 9  | 12 | 27 | 28 | 29 | 41 |    | A  | 7  |
| 278  | 2006/2/16  | 4582478 | 9  | 13 | 14 | 17 | 22 | 38 |    | B  | 33 |
| 802  | 2013/10/7  | 4594204 | 9  | 13 | 18 | 19 | 25 | 30 |    | I  | 15 |
| 790  | 2013/8/26  | 4597817 | 9  | 13 | 19 | 27 | 34 | 38 |    | F  | 8  |
