+-----+------------+----+----+----+----+----+----+----+----+----+----+----------+
| t1  |     d1     | s1 | s2 | s3 | s4 | s5 | s6 | s7 | b1 | b2 | Z1 |    Z2    |
| 245 | 2017/12/29 | 2  | 8  | 9  | 11 | 24 | 26 | 27 | 7  | 36 | A  | 2982351  |
| 244 | 2017/12/22 | 2  | 9  | 17 | 22 | 32 | 34 | 36 | 11 | 12 | F  | 3177329  |
| 243 | 2017/12/15 | 6  | 9  | 13 | 18 | 20 | 22 | 30 | 11 | 14 | D  | 7241985  |
| 242 | 2017/12/8  | 1  | 5  | 13 | 17 | 31 | 32 | 35 | 19 | 24 | E  | 994219   |
| 241 | 2017/12/1  | 5  | 11 | 12 | 19 | 21 | 26 | 28 | 4  | 20 | H  | 6642572  |
| 240 | 2017/11/24 | 9  | 12 | 14 | 24 | 29 | 31 | 35 | 5  | 30 | G  | 8899895  |
| 239 | 2017/11/17 | 8  | 13 | 17 | 21 | 23 | 28 | 37 | 1  | 14 | C  | 8582372  |
| 238 | 2017/11/10 | 3  | 21 | 26 | 33 | 34 | 35 | 37 | 23 | 31 | B  | 4907383  |
| 237 | 2017/11/3  | 3  | 4  | 7  | 19 | 20 | 21 | 29 | 8  | 33 | J  | 3661914  |
| 236 | 2017/10/27 | 19 | 22 | 23 | 34 | 35 | 36 | 37 | 10 | 30 | I  | 10256641 |
| 235 | 2017/10/20 | 2  | 9  | 13 | 18 | 21 | 33 | 34 | 3  | 11 | A  | 3147263  |
| 234 | 2017/10/13 | 7  | 14 | 15 | 16 | 23 | 25 | 30 | 5  | 34 | F  | 8125969  |
| 233 | 2017/10/6  | 3  | 13 | 17 | 25 | 26 | 27 | 29 | 8  | 37 | E  | 4765043  |
| 232 | 2017/9/29  | 2  | 4  | 7  | 9  | 15 | 35 | 37 | 10 | 23 | F  | 2298862  |
| 231 | 2017/9/22  | 4  | 15 | 18 | 24 | 25 | 34 | 36 | 10 | 26 | D  | 5936244  |
| 230 | 2017/9/15  | 3  | 5  | 8  | 15 | 22 | 25 | 27 | 18 | 31 | H  | 3883063  |
| 229 | 2017/9/8   | 2  | 3  | 9  | 30 | 33 | 36 | 37 | 1  | 32 | I  | 2127729  |
| 228 | 2017/9/1   | 6  | 11 | 14 | 21 | 24 | 28 | 31 | 22 | 36 | C  | 7399870  |
| 227 | 2017/8/25  | 2  | 3  | 7  | 9  | 22 | 23 | 26 | 29 | 30 | J  | 2062510  |
| 226 | 2017/8/18  | 12 | 17 | 21 | 24 | 26 | 30 | 32 | 10 | 22 | B  | 9770738  |
| 225 | 2017/8/11  | 13 | 15 | 17 | 18 | 20 | 21 | 26 | 25 | 29 | G  | 9854564  |
| 224 | 2017/8/4   | 2  | 4  | 7  | 10 | 12 | 29 | 34 | 1  | 21 | E  | 2300997  |
| 223 | 2017/7/28  | 10 | 13 | 19 | 21 | 26 | 33 | 34 | 24 | 25 | A  | 9262284  |
| 222 | 2017/7/21  | 3  | 9  | 18 | 21 | 23 | 27 | 29 | 35 | 37 | F  | 4525251  |
| 221 | 2017/7/14  | 1  | 2  | 9  | 11 | 17 | 30 | 35 | 13 | 36 | D  | 210239   |
| 220 | 2017/7/7   | 7  | 9  | 11 | 18 | 25 | 28 | 35 | 20 | 27 | H  | 7813018  |
| 219 | 2017/6/30  | 6  | 9  | 13 | 14 | 21 | 25 | 31 | 2  | 4  | I  | 7237166  |
| 218 | 2017/6/23  | 15 | 16 | 17 | 21 | 26 | 29 | 30 | 10 | 34 | J  | 10053140 |
| 217 | 2017/6/16  | 4  | 6  | 26 | 27 | 28 | 35 | 36 | 24 | 34 | C  | 5286385  |
| 216 | 2017/6/9   | 9  | 14 | 22 | 24 | 25 | 36 | 37 | 8  | 28 | G  | 9006547  |
| 215 | 2017/6/2   | 11 | 12 | 13 | 21 | 29 | 36 | 37 | 7  | 9  | D  | 9416192  |
| 214 | 2017/5/26  | 2  | 6  | 9  | 12 | 31 | 36 | 37 | 3  | 22 | A  | 2723721  |
| 213 | 2017/5/19  | 5  | 13 | 15 | 18 | 19 | 24 | 35 | 20 | 23 | I  | 6763914  |
| 212 | 2017/5/12  | 4  | 6  | 10 | 19 | 20 | 24 | 29 | 1  | 27 | B  | 5202587  |
| 211 | 2017/5/5   | 7  | 15 | 22 | 25 | 31 | 32 | 35 | 29 | 36 | E  | 8181529  |
| 210 | 2017/4/28  | 2  | 4  | 6  | 11 | 15 | 19 | 36 | 23 | 34 | F  | 2276829  |
| 209 | 2017/4/21  | 3  | 4  | 6  | 13 | 22 | 31 | 36 | 28 | 34 | C  | 3627280  |
| 208 | 2017/4/14  | 4  | 13 | 16 | 18 | 22 | 26 | 33 | 27 | 29 | H  | 5864089  |
| 207 | 2017/4/7   | 4  | 5  | 10 | 13 | 28 | 32 | 33 | 19 | 26 | C  | 5025778  |
| 206 | 2017/3/31  | 1  | 6  | 7  | 11 | 27 | 35 | 36 | 22 | 26 | J  | 1053933  |
| 205 | 2017/3/24  | 4  | 5  | 19 | 31 | 35 | 36 | 37 | 27 | 32 | G  | 5108649  |
| 204 | 2017/3/17  | 5  | 19 | 20 | 21 | 30 | 34 | 36 | 7  | 12 | I  | 6903005  |
| 203 | 2017/3/10  | 6  | 13 | 17 | 22 | 32 | 33 | 36 | 12 | 28 | A  | 7514415  |
| 202 | 2017/3/3   | 3  | 7  | 11 | 16 | 22 | 34 | 37 | 29 | 32 | F  | 4249858  |
| 201 | 2017/2/24  | 8  | 11 | 17 | 24 | 28 | 31 | 32 | 12 | 34 | D  | 8488139  |
| 200 | 2017/2/17  | 13 | 14 | 17 | 21 | 27 | 28 | 34 | 1  | 11 | B  | 9830938  |
| 199 | 2017/2/10  | 1  | 9  | 17 | 20 | 22 | 28 | 29 | 13 | 16 | E  | 1552669  |
| 198 | 2017/2/3   | 18 | 21 | 31 | 32 | 33 | 36 | 37 | 5  | 25 | C  | 10237061 |
| 197 | 2017/1/27  | 6  | 8  | 10 | 12 | 16 | 21 | 28 | 14 | 23 | A  | 7096038  |
| 196 | 2017/1/20  | 7  | 13 | 15 | 25 | 30 | 32 | 37 | 8  | 14 | G  | 8098202  |
| 195 | 2017/1/13  | 4  | 7  | 12 | 20 | 23 | 24 | 31 | 26 | 35 | H  | 5373691  |
| 194 | 2017/1/6   | 3  | 6  | 27 | 30 | 31 | 32 | 36 | 14 | 23 | B  | 4179257  |
| 193 | 2016/12/30 | 4  | 6  | 20 | 21 | 22 | 24 | 31 | 9  | 10 | A  | 5278596  |
| 192 | 2016/12/23 | 12 | 13 | 14 | 19 | 25 | 33 | 34 | 3  | 22 | F  | 9643238  |
| 191 | 2016/12/16 | 8  | 15 | 21 | 24 | 26 | 27 | 29 | 7  | 30 | J  | 8654778  |
| 190 | 2016/12/9  | 2  | 11 | 12 | 18 | 21 | 33 | 36 | 8  | 34 | I  | 3283149  |
| 189 | 2016/12/2  | 3  | 7  | 8  | 10 | 18 | 23 | 35 | 1  | 19 | D  | 4184714  |
| 188 | 2016/11/25 | 6  | 15 | 19 | 25 | 26 | 30 | 31 | 14 | 18 | E  | 7582029  |
| 187 | 2016/11/18 | 4  | 6  | 10 | 23 | 24 | 32 | 36 | 15 | 31 | H  | 5205115  |
| 186 | 2016/11/11 | 5  | 14 | 16 | 19 | 31 | 33 | 37 | 21 | 28 | G  | 6805234  |
| 185 | 2016/11/4  | 1  | 2  | 4  | 16 | 26 | 29 | 34 | 11 | 12 | C  | 81115    |
| 184 | 2016/10/28 | 7  | 14 | 18 | 22 | 23 | 26 | 34 | 2  | 32 | F  | 8145310  |
| 183 | 2016/10/21 | 6  | 15 | 20 | 26 | 33 | 34 | 37 | 19 | 29 | B  | 7584759  |
| 182 | 2016/10/14 | 1  | 7  | 10 | 11 | 20 | 23 | 30 | 3  | 37 | A  | 1257559  |
| 181 | 2016/10/7  | 7  | 8  | 10 | 13 | 19 | 23 | 24 | 15 | 27 | J  | 7692376  |
| 180 | 2016/9/30  | 1  | 8  | 11 | 21 | 23 | 25 | 28 | 5  | 37 | D  | 1404733  |
| 179 | 2016/9/23  | 4  | 9  | 12 | 13 | 22 | 26 | 36 | 5  | 33 | C  | 5582417  |
| 178 | 2016/9/16  | 6  | 9  | 11 | 15 | 26 | 34 | 36 | 13 | 37 | E  | 7215893  |
| 177 | 2016/9/9   | 9  | 15 | 19 | 23 | 25 | 34 | 36 | 2  | 35 | I  | 9027026  |
| 176 | 2016/9/2   | 1  | 11 | 12 | 17 | 22 | 30 | 35 | 15 | 16 | J  | 1659109  |
| 175 | 2016/8/26  | 6  | 17 | 21 | 31 | 33 | 35 | 37 | 14 | 18 | H  | 7622749  |
| 174 | 2016/8/19  | 10 | 13 | 14 | 15 | 23 | 31 | 32 | 4  | 29 | F  | 9231498  |
| 173 | 2016/8/12  | 7  | 9  | 19 | 22 | 24 | 27 | 30 | 4  | 28 | G  | 7872661  |
| 172 | 2016/8/5   | 5  | 20 | 21 | 27 | 30 | 31 | 36 | 9  | 26 | D  | 6912611  |
| 171 | 2016/7/29  | 1  | 2  | 6  | 21 | 23 | 27 | 28 | 11 | 16 | B  | 152483   |
| 170 | 2016/7/22  | 3  | 5  | 6  | 9  | 27 | 32 | 36 | 12 | 24 | A  | 3819147  |
| 169 | 2016/7/15  | 1  | 5  | 10 | 20 | 21 | 28 | 30 | 25 | 26 | C  | 957887   |
| 168 | 2016/7/8   | 3  | 9  | 12 | 14 | 19 | 20 | 36 | 2  | 5  | I  | 4476178  |
| 167 | 2016/7/1   | 1  | 3  | 5  | 7  | 10 | 26 | 36 | 19 | 37 | E  | 371126   |
| 166 | 2016/6/24  | 14 | 20 | 27 | 29 | 30 | 31 | 37 | 23 | 34 | J  | 10037567 |
| 165 | 2016/6/17  | 9  | 11 | 14 | 15 | 16 | 18 | 27 | 6  | 20 | H  | 8838727  |
| 164 | 2016/6/10  | 3  | 13 | 20 | 23 | 31 | 35 | 36 | 2  | 11 | D  | 4774049  |
| 163 | 2016/6/3   | 1  | 2  | 6  | 16 | 28 | 30 | 31 | 3  | 7  | F  | 148625   |
| 162 | 2016/5/27  | 2  | 7  | 8  | 12 | 14 | 23 | 27 | 6  | 10 | A  | 2843900  |
| 161 | 2016/5/20  | 8  | 14 | 17 | 18 | 20 | 22 | 34 | 4  | 30 | B  | 8613577  |
| 160 | 2016/5/13  | 1  | 2  | 8  | 24 | 32 | 36 | 37 | 23 | 33 | F  | 205152   |
| 159 | 2016/5/6   | 10 | 14 | 17 | 21 | 23 | 27 | 31 | 16 | 24 | G  | 9288756  |
| 158 | 2016/4/29  | 3  | 6  | 7  | 30 | 32 | 36 | 37 | 5  | 20 | I  | 4037024  |
| 157 | 2016/4/22  | 5  | 9  | 16 | 26 | 28 | 29 | 32 | 1  | 37 | C  | 6532080  |
| 156 | 2016/4/15  | 4  | 9  | 16 | 19 | 22 | 33 | 34 | 17 | 36 | E  | 5622811  |
| 155 | 2016/4/8   | 2  | 9  | 13 | 18 | 22 | 24 | 26 | 10 | 37 | J  | 3147288  |
| 154 | 2016/4/1   | 2  | 4  | 19 | 21 | 24 | 28 | 35 | 3  | 13 | H  | 2452672  |
| 153 | 2016/3/25  | 7  | 9  | 10 | 16 | 20 | 28 | 37 | 2  | 33 | D  | 7795501  |
| 152 | 2016/3/18  | 8  | 12 | 17 | 21 | 23 | 24 | 31 | 6  | 7  | G  | 8539820  |
| 151 | 2016/3/11  | 9  | 10 | 13 | 15 | 21 | 22 | 24 | 4  | 8  | B  | 8764925  |
| 150 | 2016/3/4   | 6  | 7  | 14 | 20 | 27 | 31 | 34 | 11 | 24 | A  | 7035955  |
| 149 | 2016/2/26  | 1  | 4  | 15 | 19 | 22 | 23 | 31 | 12 | 32 | I  | 810278   |
| 148 | 2016/2/19  | 1  | 9  | 11 | 16 | 20 | 30 | 34 | 12 | 33 | C  | 1498583  |
| 147 | 2016/2/12  | 1  | 5  | 7  | 12 | 15 | 24 | 25 | 8  | 14 | E  | 884814   |
| 146 | 2016/2/5   | 4  | 10 | 25 | 27 | 28 | 33 | 34 | 15 | 35 | F  | 5726319  |
| 145 | 2016/1/29  | 10 | 12 | 18 | 28 | 29 | 30 | 35 | 4  | 19 | J  | 9218509  |
| 144 | 2016/1/22  | 2  | 9  | 13 | 18 | 22 | 32 | 36 | 17 | 26 | H  | 3147366  |
| 143 | 2016/1/15  | 1  | 3  | 8  | 14 | 28 | 29 | 33 | 4  | 31 | D  | 475162   |
| 142 | 2016/1/8   | 6  | 12 | 14 | 18 | 21 | 27 | 28 | 1  | 33 | J  | 7450658  |
| 141 | 2015/12/25 | 2  | 10 | 18 | 30 | 31 | 32 | 36 | 21 | 29 | B  | 3263248  |
| 140 | 2015/12/18 | 3  | 11 | 12 | 13 | 17 | 26 | 35 | 1  | 33 | G  | 4620673  |
| 139 | 2015/12/11 | 9  | 16 | 18 | 21 | 23 | 34 | 35 | 4  | 36 | C  | 9043351  |
| 138 | 2015/12/4  | 2  | 5  | 17 | 20 | 21 | 32 | 33 | 30 | 35 | E  | 2646302  |
| 137 | 2015/11/27 | 13 | 19 | 21 | 25 | 27 | 32 | 35 | 16 | 20 | A  | 9925809  |
| 136 | 2015/11/20 | 10 | 17 | 24 | 27 | 30 | 33 | 37 | 18 | 31 | I  | 9367144  |
| 135 | 2015/11/13 | 8  | 9  | 13 | 14 | 24 | 32 | 34 | 3  | 4  | F  | 8306294  |
| 134 | 2015/11/6  | 4  | 9  | 20 | 28 | 30 | 34 | 35 | 12 | 29 | H  | 5640330  |
| 133 | 2015/10/30 | 3  | 7  | 13 | 15 | 17 | 21 | 30 | 14 | 27 | D  | 4270995  |
| 132 | 2015/10/23 | 7  | 10 | 14 | 16 | 20 | 30 | 31 | 35 | 37 | E  | 7923321  |
| 131 | 2015/10/16 | 3  | 4  | 12 | 17 | 32 | 34 | 36 | 23 | 31 | J  | 3750299  |
| 130 | 2015/10/9  | 1  | 15 | 20 | 23 | 25 | 31 | 32 | 5  | 24 | B  | 1865750  |
| 129 | 2015/10/2  | 5  | 7  | 11 | 19 | 24 | 27 | 30 | 29 | 35 | G  | 6266663  |
| 128 | 2015/9/25  | 2  | 4  | 8  | 23 | 26 | 27 | 32 | 3  | 35 | C  | 2343413  |
| 127 | 2015/9/18  | 10 | 12 | 15 | 23 | 28 | 30 | 35 | 6  | 25 | A  | 9202900  |
| 126 | 2015/9/11  | 4  | 10 | 13 | 16 | 17 | 21 | 27 | 1  | 18 | D  | 5677655  |
| 125 | 2015/9/4   | 1  | 6  | 11 | 14 | 19 | 28 | 35 | 18 | 21 | I  | 1136022  |
| 124 | 2015/8/28  | 1  | 2  | 15 | 17 | 18 | 22 | 36 | 6  | 27 | F  | 292378   |
| 123 | 2015/8/21  | 1  | 3  | 5  | 8  | 29 | 34 | 36 | 23 | 28 | E  | 377701   |
| 122 | 2015/8/14  | 2  | 16 | 18 | 26 | 27 | 34 | 35 | 5  | 12 | H  | 3504605  |
| 121 | 2015/8/7   | 2  | 4  | 13 | 16 | 21 | 30 | 37 | 19 | 29 | J  | 2414314  |
| 120 | 2015/7/31  | 2  | 16 | 18 | 26 | 32 | 35 | 37 | 9  | 36 | C  | 3504719  |
| 119 | 2015/7/24  | 3  | 6  | 8  | 14 | 15 | 25 | 36 | 24 | 35 | B  | 4050358  |
| 118 | 2015/7/17  | 5  | 8  | 9  | 24 | 27 | 28 | 30 | 16 | 20 | D  | 6355438  |
| 117 | 2015/7/10  | 9  | 10 | 20 | 28 | 31 | 34 | 37 | 23 | 26 | A  | 8809085  |
| 116 | 2015/7/3   | 9  | 14 | 23 | 27 | 28 | 31 | 32 | 3  | 20 | I  | 9008169  |
| 115 | 2015/6/26  | 6  | 8  | 13 | 14 | 20 | 25 | 27 | 24 | 26 | G  | 7138762  |
| 114 | 2015/6/19  | 8  | 13 | 26 | 27 | 28 | 29 | 37 | 4  | 12 | F  | 8599312  |
| 113 | 2015/6/12  | 4  | 6  | 7  | 9  | 15 | 17 | 37 | 14 | 20 | C  | 5122432  |
| 112 | 2015/6/5   | 6  | 7  | 10 | 15 | 27 | 35 | 36 | 13 | 20 | E  | 6983955  |
| 111 | 2015/5/29  | 7  | 8  | 9  | 24 | 28 | 30 | 33 | 1  | 34 | J  | 7685548  |
| 110 | 2015/5/22  | 4  | 12 | 22 | 30 | 31 | 35 | 36 | 19 | 37 | H  | 5843264  |
| 109 | 2015/5/15  | 6  | 17 | 20 | 21 | 24 | 30 | 32 | 7  | 23 | B  | 7618817  |
| 108 | 2015/5/8   | 2  | 6  | 7  | 8  | 28 | 30 | 36 | 18 | 21 | D  | 2668308  |
| 107 | 2015/5/1   | 3  | 8  | 9  | 13 | 17 | 27 | 33 | 29 | 31 | G  | 4330741  |
| 106 | 2015/4/24  | 6  | 10 | 12 | 19 | 21 | 22 | 30 | 1  | 11 | I  | 7313025  |
| 105 | 2015/4/17  | 3  | 15 | 19 | 20 | 26 | 28 | 33 | 17 | 21 | F  | 4830090  |
| 104 | 2015/4/10  | 7  | 9  | 11 | 15 | 16 | 22 | 37 | 12 | 13 | A  | 7808402  |
| 103 | 2015/4/3   | 2  | 3  | 11 | 12 | 22 | 35 | 36 | 30 | 34 | C  | 2147161  |
| 102 | 2015/3/27  | 1  | 4  | 8  | 27 | 28 | 29 | 31 | 13 | 25 | E  | 721141   |
| 101 | 2015/3/20  | 11 | 12 | 21 | 23 | 28 | 36 | 37 | 3  | 16 | H  | 9455119  |
| 100 | 2015/3/13  | 1  | 2  | 11 | 16 | 25 | 35 | 36 | 9  | 14 | J  | 252645   |
| 99  | 2015/3/6   | 13 | 17 | 22 | 24 | 27 | 28 | 35 | 11 | 19 | C  | 9906732  |
| 98  | 2015/2/27  | 3  | 9  | 11 | 13 | 19 | 25 | 33 | 10 | 30 | A  | 4461824  |
| 97  | 2015/2/20  | 7  | 13 | 14 | 16 | 22 | 24 | 35 | 1  | 29 | G  | 8084907  |
| 96  | 2015/2/13  | 9  | 11 | 14 | 21 | 22 | 23 | 24 | 10 | 36 | E  | 8845174  |
| 95  | 2015/2/6   | 1  | 8  | 13 | 14 | 18 | 30 | 34 | 26 | 36 | F  | 1420420  |
| 94  | 2015/1/30  | 13 | 19 | 20 | 27 | 28 | 29 | 30 | 26 | 36 | B  | 9924287  |
| 93  | 2015/1/23  | 2  | 5  | 11 | 14 | 17 | 30 | 32 | 31 | 37 | H  | 2588959  |
| 92  | 2015/1/16  | 4  | 5  | 15 | 25 | 26 | 29 | 32 | 11 | 27 | D  | 5090205  |
| 91  | 2015/1/9   | 1  | 5  | 7  | 14 | 15 | 25 | 35 | 18 | 24 | I  | 888631   |
| 90  | 2014/12/26 | 2  | 8  | 9  | 13 | 14 | 18 | 37 | 11 | 25 | J  | 2985084  |
| 89  | 2014/12/19 | 1  | 3  | 11 | 26 | 28 | 34 | 36 | 17 | 20 | F  | 536690   |
| 88  | 2014/12/12 | 3  | 4  | 10 | 14 | 25 | 29 | 30 | 18 | 19 | C  | 3718448  |
| 87  | 2014/12/5  | 8  | 9  | 12 | 18 | 20 | 28 | 31 | 13 | 15 | A  | 8300224  |
| 86  | 2014/11/28 | 3  | 10 | 20 | 21 | 22 | 26 | 30 | 24 | 35 | G  | 4611321  |
| 85  | 2014/11/21 | 6  | 7  | 10 | 11 | 22 | 26 | 35 | 14 | 23 | E  | 6975930  |
| 84  | 2014/11/14 | 8  | 16 | 23 | 28 | 29 | 35 | 36 | 12 | 37 | I  | 8678242  |
| 83  | 2014/11/7  | 1  | 11 | 21 | 26 | 28 | 32 | 35 | 18 | 22 | B  | 1712768  |
| 82  | 2014/10/31 | 1  | 3  | 16 | 20 | 25 | 27 | 34 | 18 | 37 | H  | 579891   |
| 81  | 2014/10/24 | 1  | 3  | 10 | 18 | 28 | 31 | 35 | 9  | 21 | D  | 518181   |
| 80  | 2014/10/17 | 2  | 5  | 10 | 18 | 21 | 24 | 27 | 25 | 34 | F  | 2579506  |
| 79  | 2014/10/10 | 2  | 4  | 7  | 9  | 21 | 29 | 37 | 6  | 36 | J  | 2299815  |
| 78  | 2014/10/3  | 5  | 6  | 10 | 14 | 24 | 28 | 36 | 7  | 20 | C  | 6103427  |
| 77  | 2014/9/26  | 3  | 10 | 23 | 25 | 26 | 28 | 30 | 15 | 29 | A  | 4617141  |
| 76  | 2014/9/19  | 4  | 13 | 18 | 29 | 32 | 34 | 36 | 24 | 33 | E  | 5877116  |
| 75  | 2014/9/12  | 4  | 9  | 15 | 17 | 19 | 35 | 37 | 10 | 20 | G  | 5614688  |
| 74  | 2014/9/5   | 5  | 13 | 14 | 15 | 16 | 24 | 31 | 9  | 11 | I  | 6752642  |
| 73  | 2014/8/29  | 12 | 16 | 23 | 25 | 27 | 30 | 32 | 28 | 33 | H  | 9757865  |
| 72  | 2014/8/22  | 11 | 12 | 18 | 19 | 20 | 31 | 32 | 9  | 21 | D  | 9445184  |
| 71  | 2014/8/15  | 1  | 6  | 13 | 29 | 34 | 35 | 37 | 2  | 15 | B  | 1168935  |
| 70  | 2014/8/8   | 9  | 10 | 18 | 21 | 27 | 33 | 35 | 4  | 11 | F  | 8801846  |
| 69  | 2014/8/1   | 13 | 17 | 20 | 22 | 28 | 29 | 37 | 11 | 12 | J  | 9902943  |
| 68  | 2014/7/25  | 2  | 7  | 13 | 15 | 24 | 34 | 35 | 12 | 23 | C  | 2927067  |
| 67  | 2014/7/18  | 7  | 11 | 15 | 17 | 18 | 25 | 35 | 6  | 33 | A  | 7997226  |
| 66  | 2014/7/11  | 1  | 11 | 25 | 28 | 31 | 33 | 37 | 3  | 20 | E  | 1716618  |
| 65  | 2014/7/4   | 4  | 7  | 12 | 22 | 23 | 24 | 28 | 25 | 34 | I  | 5374703  |
| 64  | 2014/6/27  | 4  | 15 | 16 | 17 | 20 | 29 | 36 | 19 | 26 | G  | 5922908  |
| 63  | 2014/6/20  | 4  | 8  | 19 | 24 | 28 | 30 | 32 | 12 | 37 | H  | 5539011  |
| 62  | 2014/6/13  | 4  | 10 | 12 | 15 | 27 | 32 | 33 | 9  | 16 | D  | 5666835  |
| 61  | 2014/6/6   | 5  | 10 | 11 | 21 | 28 | 31 | 37 | 13 | 14 | F  | 6565907  |
| 60  | 2014/5/30  | 3  | 7  | 9  | 15 | 16 | 23 | 34 | 5  | 33 | B  | 4215062  |
| 59  | 2014/5/23  | 5  | 8  | 12 | 13 | 21 | 30 | 35 | 27 | 34 | A  | 6390257  |
| 58  | 2014/5/16  | 1  | 6  | 7  | 8  | 23 | 32 | 33 | 11 | 34 | E  | 1044876  |
| 57  | 2014/5/9   | 5  | 6  | 12 | 16 | 17 | 20 | 33 | 8  | 32 | J  | 6132940  |
| 56  | 2014/5/2   | 4  | 23 | 26 | 27 | 28 | 32 | 36 | 29 | 30 | A  | 6019654  |
| 55  | 2014/4/25  | 4  | 12 | 14 | 17 | 23 | 30 | 36 | 13 | 33 | C  | 5807444  |
| 54  | 2014/4/18  | 1  | 3  | 5  | 10 | 18 | 22 | 23 | 7  | 35 | I  | 382874   |
| 53  | 2014/4/11  | 1  | 4  | 14 | 16 | 20 | 33 | 36 | 12 | 30 | G  | 799903   |
| 52  | 2014/4/4   | 8  | 10 | 22 | 24 | 26 | 32 | 34 | 5  | 9  | B  | 8434786  |
| 51  | 2014/3/28  | 1  | 4  | 5  | 8  | 20 | 23 | 35 | 15 | 33 | D  | 614324   |
| 50  | 2014/3/21  | 3  | 4  | 7  | 8  | 15 | 24 | 29 | 11 | 16 | D  | 3640405  |
| 49  | 2014/3/14  | 8  | 11 | 12 | 17 | 24 | 26 | 27 | 14 | 21 | E  | 8446136  |
| 48  | 2014/3/7   | 3  | 5  | 24 | 26 | 29 | 30 | 34 | 8  | 35 | F  | 4007967  |
| 47  | 2014/2/28  | 2  | 9  | 11 | 14 | 20 | 21 | 36 | 6  | 15 | H  | 3118776  |
| 46  | 2014/2/21  | 2  | 5  | 6  | 15 | 23 | 27 | 30 | 4  | 35 | J  | 2487118  |
| 45  | 2014/2/14  | 1  | 2  | 9  | 18 | 21 | 27 | 33 | 25 | 31 | A  | 221867   |
| 44  | 2014/2/7   | 3  | 4  | 6  | 15 | 27 | 28 | 29 | 1  | 14 | I  | 3630898  |
| 43  | 2014/1/31  | 4  | 6  | 7  | 8  | 24 | 31 | 37 | 5  | 13 | C  | 5120585  |
| 42  | 2014/1/24  | 2  | 15 | 16 | 17 | 23 | 31 | 33 | 8  | 26 | G  | 3470762  |
| 41  | 2014/1/17  | 2  | 3  | 8  | 15 | 34 | 35 | 36 | 25 | 28 | B  | 2099975  |
| 40  | 2014/1/10  | 2  | 6  | 11 | 23 | 26 | 31 | 34 | 7  | 20 | C  | 2767707  |
| 39  | 2013/12/27 | 7  | 13 | 19 | 23 | 25 | 26 | 30 | 1  | 18 | F  | 8115225  |
| 38  | 2013/12/20 | 4  | 14 | 19 | 22 | 24 | 29 | 34 | 8  | 31 | D  | 5912227  |
| 37  | 2013/12/13 | 7  | 8  | 10 | 13 | 14 | 19 | 37 | 29 | 33 | J  | 7691372  |
| 36  | 2013/12/6  | 5  | 6  | 10 | 11 | 20 | 28 | 36 | 25 | 37 | E  | 6096938  |
| 35  | 2013/11/29 | 1  | 16 | 18 | 19 | 25 | 30 | 34 | 26 | 36 | E  | 1878596  |
| 34  | 2013/11/22 | 4  | 6  | 7  | 23 | 24 | 32 | 35 | 8  | 27 | H  | 5143338  |
| 33  | 2013/11/15 | 1  | 4  | 17 | 24 | 29 | 33 | 36 | 19 | 30 | F  | 823942   |
| 32  | 2013/11/8  | 3  | 8  | 15 | 18 | 27 | 29 | 37 | 31 | 34 | A  | 4410478  |
| 31  | 2013/11/1  | 9  | 12 | 13 | 19 | 23 | 33 | 34 | 20 | 32 | I  | 8888395  |
| 30  | 2013/10/25 | 6  | 8  | 13 | 22 | 26 | 32 | 36 | 16 | 34 | G  | 7146832  |
| 29  | 2013/10/18 | 2  | 3  | 16 | 17 | 24 | 26 | 28 | 15 | 31 | C  | 2200504  |
| 28  | 2013/10/11 | 6  | 7  | 12 | 15 | 19 | 35 | 37 | 1  | 11 | J  | 7010860  |
| 27  | 2013/10/4  | 1  | 10 | 11 | 14 | 17 | 18 | 28 | 25 | 26 | B  | 1575827  |
| 26  | 2013/9/27  | 11 | 13 | 16 | 18 | 26 | 31 | 36 | 21 | 27 | D  | 9478670  |
| 25  | 2013/9/20  | 1  | 6  | 11 | 16 | 17 | 18 | 21 | 10 | 24 | E  | 1138419  |
| 24  | 2013/9/13  | 4  | 5  | 8  | 10 | 16 | 19 | 33 | 2  | 29 | A  | 4979440  |
| 23  | 2013/9/6   | 4  | 8  | 11 | 25 | 28 | 29 | 30 | 14 | 32 | F  | 5482010  |
| 22  | 2013/8/30  | 2  | 4  | 8  | 9  | 15 | 23 | 25 | 3  | 10 | C  | 2322511  |
| 21  | 2013/8/23  | 1  | 9  | 13 | 15 | 25 | 30 | 33 | 19 | 28 | H  | 1520988  |
| 20  | 2013/8/16  | 2  | 5  | 13 | 20 | 21 | 23 | 28 | 11 | 22 | I  | 2619216  |
| 19  | 2013/8/9   | 2  | 14 | 19 | 20 | 21 | 22 | 31 | 1  | 15 | B  | 3458386  |
| 18  | 2013/8/2   | 12 | 17 | 21 | 24 | 29 | 31 | 36 | 20 | 26 | G  | 9770857  |
| 17  | 2013/7/26  | 2  | 3  | 5  | 22 | 34 | 36 | 37 | 7  | 15 | J  | 2023306  |
| 16  | 2013/7/19  | 5  | 6  | 9  | 13 | 16 | 21 | 23 | 8  | 34 | D  | 6082965  |
| 15  | 2013/7/12  | 2  | 10 | 14 | 17 | 23 | 25 | 35 | 8  | 29 | G  | 3236016  |
| 14  | 2013/7/5   | 4  | 7  | 8  | 9  | 24 | 28 | 30 | 34 | 36 | E  | 5290090  |
